filename,width,height,class,xmin,ymin,xmax,ymax
2296.jpg,128,128,Psoriasis,44,32,82,88
2296.jpg,128,128,Psoriasis,82,1,97,17
2296.jpg,128,128,Psoriasis,108,71,121,89
898.jpg,128,128,Chickenpox,36,45,51,64
898.jpg,128,128,Chickenpox,11,49,22,61
898.jpg,128,128,Chickenpox,35,114,50,125
898.jpg,128,128,Chickenpox,109,76,121,88
438.jpg,128,128,Carcinoma,50,44,80,81
482.jpg,128,128,Carcinoma,48,46,78,78
2091.jpg,128,128,Melanoma,32,33,105,94
2267.jpg,128,128,Psoriasis,19,38,78,94
726.jpg,128,128,Cellulitis,46,40,105,105
411.jpg,128,128,Carcinoma,56,14,87,38
411.jpg,128,128,Carcinoma,18,85,37,106
411.jpg,128,128,Carcinoma,86,90,100,103
34.jpg,128,128,Actinic,20,32,76,67
34.jpg,128,128,Actinic,94,7,124,32
34.jpg,128,128,Actinic,75,92,102,107
2254.jpg,128,128,Psoriasis,27,17,121,115
1023.jpg,128,128,Chickenpox,10,27,106,100
1533.jpg,128,128,Impetigo,31,49,56,74
1533.jpg,128,128,Impetigo,76,50,89,61
1533.jpg,128,128,Impetigo,108,106,123,123
224.jpg,128,128,Carcinoma,58,58,84,80
1926.jpg,128,128,Melanoma,52,55,73,73
600.jpeg,128,128,Bowen,50,44,92,90
1415.jpg,128,128,Hives,10,6,106,100
1299.jpg,128,128,Nail Fungal Infection,57,38,103,104
519.jpg,128,128,Carcinoma,52,47,77,75
113.jpg,128,128,Actinic,51,43,75,88
439.jpg,128,128,Carcinoma,71,76,101,108
1623.jpg,128,128,Keloids,6,62,25,78
1623.jpg,128,128,Keloids,41,63,73,80
1623.jpg,128,128,Keloids,59,20,89,46
721.jpg,128,128,Cellulitis,17,13,94,106
184.jpg,128,128,Carcinoma,46,50,82,100
456.jpg,128,128,Carcinoma,40,44,94,90
1548.jpg,128,128,Impetigo,86,50,107,83
1548.jpg,128,128,Impetigo,33,28,78,89
1253.jpg,128,128,Dystrophic Bullosa,21,7,122,58
2378.jpg,128,128,Pyoderma Gangrenosum,20,41,104,116
1137.jpg,128,128,Cold Sore,26,33,47,67
1137.jpg,128,128,Cold Sore,73,42,101,71
87.jpg,128,128,Actinic,37,27,78,66
13.jpg,128,128,Actinic,13,8,84,89
14.jpg,128,128,Actinic,59,38,82,62
14.jpg,128,128,Actinic,36,71,62,100
14.jpg,128,128,Actinic,77,80,104,114
446.jpg,128,128,Carcinoma,29,51,107,119
1406.jpg,128,128,Herpes Virus,52,52,76,79
1741.jpg,128,128,Measles,70,31,121,113
1741.jpg,128,128,Measles,9,63,59,110
232.jpg,128,128,Carcinoma,51,54,80,75
2444.jpg,128,128,Squamous Carcinoma,29,28,80,86
1347.jpg,128,128,Herpes Virus,21,58,114,99
1338.jpg,128,128,Herpes Virus,19,71,80,108
1902.jpg,128,128,Melanoma,30,50,65,88
2127.jpg,128,128,Melanoma,5,52,125,81
119.jpg,128,128,Actinic,8,68,33,94
119.jpg,128,128,Actinic,66,81,128,119
1181.jpg,128,128,Cold Sore,1,30,33,70
557.jpeg,128,128,Bowen,8,24,80,95
2510.jpg,128,128,Wart,54,47,104,95
2031.jpg,128,128,Melanoma,53,48,70,69
2183.jpg,128,128,Pemphigoid,95,34,124,95
2183.jpg,128,128,Pemphigoid,9,8,84,121
1385.jpg,128,128,Herpes Virus,46,14,110,97
1385.jpg,128,128,Herpes Virus,17,96,33,114
187.jpg,128,128,Carcinoma,43,64,65,87
1249.jpg,128,128,Dystrophic Bullosa,19,16,72,106
1637.jpg,128,128,Keloids,46,61,62,76
1637.jpg,128,128,Keloids,1,51,12,66
1637.jpg,128,128,Keloids,45,91,57,105
1637.jpg,128,128,Keloids,79,58,90,70
1637.jpg,128,128,Keloids,63,34,78,49
1637.jpg,128,128,Keloids,106,91,114,104
1637.jpg,128,128,Keloids,43,44,54,54
1833.jpg,128,128,Melanoma,20,39,82,91
2222.jpg,128,128,Pityriasis Rubra Pilaris,5,13,117,128
1252.jpg,128,128,Dystrophic Bullosa,10,58,111,110
1252.jpg,128,128,Dystrophic Bullosa,1,5,31,27
1252.jpg,128,128,Dystrophic Bullosa,58,1,90,48
953.jpg,128,128,Chickenpox,19,20,66,63
953.jpg,128,128,Chickenpox,84,58,124,104
953.jpg,128,128,Chickenpox,82,23,104,46
2138.jpg,128,128,Melanoma,59,29,96,90
1268.jpg,128,128,Nail Fungal Infection,32,31,69,89
1256.jpg,128,128,Dystrophic Bullosa,48,20,90,62
421.jpg,128,128,Carcinoma,83,59,110,87
2541.jpg,128,128,Wart,58,67,78,91
2541.jpg,128,128,Wart,99,79,114,100
128.jpg,128,128,Actinic,86,29,106,48
128.jpg,128,128,Actinic,60,75,106,105
2039.jpg,128,128,Melanoma,10,18,94,74
428.jpg,128,128,Carcinoma,11,13,60,77
828.jpg,128,128,Cellulitis,24,68,48,87
1583.jpg,128,128,Impetigo,32,16,89,97
2236.jpg,128,128,Psoriasis,6,28,104,126
1893.jpg,128,128,Melanoma,56,48,111,101
1433.jpg,128,128,Hives,32,55,62,96
1433.jpg,128,128,Hives,101,51,118,78
1433.jpg,128,128,Hives,61,30,83,49
1433.jpg,128,128,Hives,86,19,103,34
2404.jpg,128,128,Pyoderma Gangrenosum,8,19,116,106
1411.jpg,128,128,Hives,5,68,51,120
1411.jpg,128,128,Hives,3,22,34,45
1411.jpg,128,128,Hives,84,4,116,31
1411.jpg,128,128,Hives,61,118,74,128
1411.jpg,128,128,Hives,68,46,90,59
773.jpg,128,128,Cellulitis,27,37,115,98
1958.jpg,128,128,Melanoma,8,39,45,112
1958.jpg,128,128,Melanoma,65,18,86,49
1958.jpg,128,128,Melanoma,60,60,77,84
1958.jpg,128,128,Melanoma,110,81,128,126
1712.jpg,128,128,Measles,22,32,107,102
415.jpg,128,128,Carcinoma,34,21,53,43
415.jpg,128,128,Carcinoma,61,48,104,105
622.jpg,128,128,Carbuncle,9,23,120,118
461.jpg,128,128,Carcinoma,48,45,68,67
1946.jpg,128,128,Melanoma,22,34,100,106
1507.jpg,128,128,Impetigo,12,36,120,114
1402.jpg,128,128,Herpes Virus,23,11,89,110
974.jpg,128,128,Chickenpox,91,58,107,72
974.jpg,128,128,Chickenpox,15,92,37,120
974.jpg,128,128,Chickenpox,62,36,78,54
974.jpg,128,128,Chickenpox,24,49,43,73
974.jpg,128,128,Chickenpox,39,4,55,32
974.jpg,128,128,Chickenpox,75,86,87,100
1699.jpg,128,128,Measles,8,17,114,128
1823.jpg,128,128,Melanoma,37,24,93,91
1307.jpg,128,128,Nail Fungal Infection,55,6,87,82
1245.jpg,128,128,Dystrophic Bullosa,66,16,127,56
1245.jpg,128,128,Dystrophic Bullosa,72,61,90,107
1245.jpg,128,128,Dystrophic Bullosa,49,31,64,51
1245.jpg,128,128,Dystrophic Bullosa,45,62,64,80
700.jpg,128,128,Carbuncle,49,50,93,94
80.jpg,128,128,Actinic,54,10,103,48
80.jpg,128,128,Actinic,22,30,45,50
2048.jpg,128,128,Melanoma,11,30,82,95
797.jpg,128,128,Cellulitis,16,15,112,82
926.jpg,128,128,Chickenpox,18,27,40,53
926.jpg,128,128,Chickenpox,80,54,96,65
926.jpg,128,128,Chickenpox,67,88,81,102
793.jpg,128,128,Cellulitis,13,28,99,71
230.jpg,128,128,Carcinoma,54,55,75,87
424.jpg,128,128,Carcinoma,30,48,69,86
1383.jpg,128,128,Herpes Virus,16,12,117,74
1383.jpg,128,128,Herpes Virus,23,92,89,119
2000.jpg,128,128,Melanoma,56,54,76,76
436.jpg,128,128,Carcinoma,24,14,94,128
1368.jpg,128,128,Herpes Virus,42,72,95,117
1368.jpg,128,128,Herpes Virus,6,61,29,94
1368.jpg,128,128,Herpes Virus,27,1,94,27
1368.jpg,128,128,Herpes Virus,101,37,125,68
1698.jpg,128,128,Measles,26,14,116,128
1886.jpg,128,128,Melanoma,35,22,98,117
738.jpg,128,128,Cellulitis,65,49,84,66
15.jpg,128,128,Actinic,48,47,113,95
1102.jpg,128,128,Chickenpox,7,24,29,66
1102.jpg,128,128,Chickenpox,32,69,60,81
1102.jpg,128,128,Chickenpox,69,107,115,127
1102.jpg,128,128,Chickenpox,55,12,73,29
1102.jpg,128,128,Chickenpox,42,36,63,49
1102.jpg,128,128,Chickenpox,1,102,16,119
577.jpeg,128,128,Bowen,24,67,60,90
1050.jpg,128,128,Chickenpox,16,85,96,128
1050.jpg,128,128,Chickenpox,62,37,86,61
1050.jpg,128,128,Chickenpox,95,36,107,52
1156.jpg,128,128,Cold Sore,56,61,86,90
1247.jpg,128,128,Dystrophic Bullosa,71,60,120,111
1247.jpg,128,128,Dystrophic Bullosa,25,1,63,30
720.jpg,128,128,Carbuncle,33,23,107,102
534.jpeg,128,128,Bowen,28,17,88,94
473.jpg,128,128,Carcinoma,32,46,77,76
1422.jpg,128,128,Hives,49,49,82,119
1422.jpg,128,128,Hives,13,35,47,89
1422.jpg,128,128,Hives,91,66,120,105
2394.jpg,128,128,Pyoderma Gangrenosum,7,10,106,117
625.jpg,128,128,Carbuncle,37,12,99,73
358.jpg,128,128,Carcinoma,3,55,110,109
955.jpg,128,128,Chickenpox,55,97,74,116
955.jpg,128,128,Chickenpox,40,35,51,43
955.jpg,128,128,Chickenpox,17,34,28,42
955.jpg,128,128,Chickenpox,29,11,41,20
955.jpg,128,128,Chickenpox,14,64,22,72
955.jpg,128,128,Chickenpox,3,86,14,98
955.jpg,128,128,Chickenpox,97,40,106,48
2154.jpg,128,128,Pemphigoid,33,34,57,61
2154.jpg,128,128,Pemphigoid,58,57,79,81
2154.jpg,128,128,Pemphigoid,95,68,128,108
2154.jpg,128,128,Pemphigoid,63,102,88,127
2154.jpg,128,128,Pemphigoid,44,87,65,104
2154.jpg,128,128,Pemphigoid,6,82,24,99
2154.jpg,128,128,Pemphigoid,7,112,52,127
1143.jpg,128,128,Cold Sore,37,51,64,73
295.jpg,128,128,Carcinoma,35,25,86,114
2143.jpg,128,128,Melanoma,56,10,77,34
1435.jpg,128,128,Hives,1,49,83,104
2316.jpg,128,128,Pyoderma Gangrenosum,13,8,105,106
607.jpeg,128,128,Bowen,61,55,73,75
308.jpg,128,128,Carcinoma,42,56,84,109
1231.jpg,128,128,Dystrophic Bullosa,80,24,118,56
1231.jpg,128,128,Dystrophic Bullosa,19,18,54,43
1231.jpg,128,128,Dystrophic Bullosa,77,69,97,96
1231.jpg,128,128,Dystrophic Bullosa,72,107,108,128
1231.jpg,128,128,Dystrophic Bullosa,7,100,45,115
1865.jpg,128,128,Melanoma,47,48,81,83
925.jpg,128,128,Chickenpox,47,51,62,70
925.jpg,128,128,Chickenpox,19,66,36,86
925.jpg,128,128,Chickenpox,29,95,45,107
925.jpg,128,128,Chickenpox,67,75,86,100
925.jpg,128,128,Chickenpox,95,84,111,100
2257.jpg,128,128,Psoriasis,4,28,105,99
2180.jpg,200,128,Pemphigoid,21,18,93,93
2180.jpg,200,128,Pemphigoid,103,16,131,50
2180.jpg,200,128,Pemphigoid,121,32,194,78
2165.jpg,128,128,Pemphigoid,5,48,38,107
2165.jpg,128,128,Pemphigoid,8,2,42,28
2165.jpg,128,128,Pemphigoid,62,50,81,73
2165.jpg,128,128,Pemphigoid,66,97,91,118
2165.jpg,128,128,Pemphigoid,56,4,86,36
355.jpg,128,128,Carcinoma,33,16,91,108
154.jpg,128,128,Bacterial Infection,43,41,88,73
36.jpg,128,128,Actinic,47,38,78,96
1779.jpg,128,128,Melanoma,44,45,80,83
270.jpg,128,128,Carcinoma,47,53,81,105
2310.jpg,128,128,Psoriasis,14,29,94,115
1941.jpg,128,128,Melanoma,18,34,88,119
1597.jpg,128,128,Impetigo,12,10,48,48
1597.jpg,128,128,Impetigo,42,59,57,79
1597.jpg,128,128,Impetigo,62,111,80,127
1597.jpg,128,128,Impetigo,63,61,77,72
1597.jpg,128,128,Impetigo,102,67,112,82
1597.jpg,128,128,Impetigo,62,30,71,40
17.jpg,128,128,Actinic,92,42,113,95
17.jpg,128,128,Actinic,1,24,24,52
2037.jpg,128,128,Melanoma,56,48,76,75
1191.jpg,128,128,Cold Sore,78,45,101,79
462.jpg,128,128,Carcinoma,24,20,99,102
987.jpg,128,128,Chickenpox,55,59,74,74
1942.jpg,128,128,Melanoma,35,51,89,111
2323.jpg,128,128,Pyoderma Gangrenosum,21,14,108,127
499.jpg,128,128,Carcinoma,38,27,90,102
225.jpg,128,128,Carcinoma,44,28,82,94
2233.jpg,128,128,Psoriasis,1,1,114,125
2006.jpg,128,128,Melanoma,29,3,102,128
1757.jpg,128,128,Measles,14,8,119,70
1757.jpg,128,128,Measles,42,74,80,97
1757.jpg,128,128,Measles,36,105,87,128
2189.jpg,128,128,Pemphigoid,60,19,125,75
2189.jpg,128,128,Pemphigoid,8,68,75,109
1286.jpg,128,128,Nail Fungal Infection,84,61,126,94
1286.jpg,128,128,Nail Fungal Infection,52,65,72,105
1603.jpg,128,128,Impetigo,22,42,52,83
1603.jpg,128,128,Impetigo,81,44,122,71
1072.jpg,128,128,Chickenpox,98,89,117,118
1072.jpg,128,128,Chickenpox,35,80,47,89
492.jpg,128,128,Carcinoma,59,60,86,88
2284.jpg,128,128,Psoriasis,92,29,126,128
2284.jpg,128,128,Psoriasis,57,51,86,114
2284.jpg,128,128,Psoriasis,32,4,58,61
29.jpg,128,128,Actinic,15,24,119,104
802.jpg,128,128,Cellulitis,30,49,87,119
2431.jpg,128,128,Squamous Carcinoma,20,8,107,88
1097.jpg,128,128,Chickenpox,23,11,99,107
2246.jpg,128,128,Psoriasis,53,110,94,127
2246.jpg,128,128,Psoriasis,33,85,51,100
2246.jpg,128,128,Psoriasis,37,51,63,76
2246.jpg,128,128,Psoriasis,97,89,112,104
2246.jpg,128,128,Psoriasis,100,50,113,72
2246.jpg,128,128,Psoriasis,109,77,120,91
2246.jpg,128,128,Psoriasis,78,70,91,83
714.jpg,128,128,Carbuncle,58,49,88,77
1601.jpg,128,128,Impetigo,5,70,50,112
1601.jpg,128,128,Impetigo,75,80,103,102
1601.jpg,128,128,Impetigo,16,23,42,48
1601.jpg,128,128,Impetigo,53,1,78,34
693.jpg,128,128,Carbuncle,54,47,75,77
1918.jpg,128,128,Melanoma,48,30,72,70
1556.jpg,128,128,Impetigo,33,29,80,80
1825.jpg,128,128,Melanoma,39,16,89,111
1466.jpg,128,128,Hives,46,29,104,80
1466.jpg,128,128,Hives,8,30,41,90
615.jpeg,128,128,Bowen,35,17,92,115
2231.jpg,128,128,Psoriasis,48,104,76,121
2231.jpg,128,128,Psoriasis,18,115,31,125
2231.jpg,128,128,Psoriasis,92,6,106,19
1104.jpg,128,128,Chickenpox,33,48,58,86
1104.jpg,128,128,Chickenpox,34,97,55,118
1104.jpg,128,128,Chickenpox,67,72,100,96
1104.jpg,128,128,Chickenpox,63,20,86,47
1104.jpg,128,128,Chickenpox,13,5,36,44
1104.jpg,128,128,Chickenpox,91,7,118,23
1654.jpg,128,128,Keloids,73,15,124,78
1654.jpg,128,128,Keloids,26,90,103,121
878.jpg,128,128,Cellulitis,58,8,124,91
1187.jpg,128,128,Cold Sore,53,30,95,61
2103.jpg,128,128,Melanoma,28,35,95,112
1410.jpg,128,128,Hives,59,25,121,95
1410.jpg,128,128,Hives,52,101,97,124
1404.jpg,128,128,Herpes Virus,19,32,61,74
1334.jpg,128,128,Herpes Virus,43,45,81,71
742.jpg,128,128,Cellulitis,54,75,88,113
742.jpg,128,128,Cellulitis,61,30,82,52
57.jpg,128,128,Actinic,21,7,108,92
1996.jpg,128,128,Melanoma,42,36,82,87
195.jpg,128,128,Carcinoma,58,55,78,75
1802.jpg,128,128,Melanoma,70,25,121,75
1802.jpg,128,128,Melanoma,53,74,80,101
1802.jpg,128,128,Melanoma,15,20,55,65
2326.jpg,128,128,Pyoderma Gangrenosum,8,11,118,111
1552.jpg,128,128,Impetigo,36,21,80,71
1552.jpg,128,128,Impetigo,86,55,111,83
903.jpg,128,128,Chickenpox,24,49,95,116
180.jpg,128,128,Carcinoma,15,30,104,72
334.jpg,128,128,Carcinoma,45,53,70,89
666.jpg,128,128,Carbuncle,31,32,104,88
1851.jpg,128,128,Melanoma,21,19,73,62
1851.jpg,128,128,Melanoma,33,89,52,105
2108.jpg,128,128,Melanoma,52,50,75,84
112.jpg,128,128,Actinic,55,48,75,78
333.jpg,128,128,Carcinoma,45,52,78,99
2418.jpg,128,128,Squamous Carcinoma,14,17,80,73
1608.jpg,128,128,Impetigo,20,19,55,68
1608.jpg,128,128,Impetigo,58,92,80,116
2070.jpg,128,128,Melanoma,44,26,95,66
2496.jpg,128,128,Wart,41,40,77,87
753.jpg,128,128,Cellulitis,9,52,48,95
753.jpg,128,128,Cellulitis,78,34,102,59
753.jpg,128,128,Cellulitis,14,15,36,34
1642.jpg,128,128,Keloids,59,15,98,82
1331.jpg,128,128,Nail Fungal Infection,1,28,23,66
845.jpg,128,128,Cellulitis,29,71,92,112
1780.jpg,128,128,Melanoma,37,37,88,95
2450.jpg,128,128,Squamous Carcinoma,23,27,79,79
2414.jpg,128,128,Squamous Carcinoma,29,8,93,69
2435.jpg,128,128,Squamous Carcinoma,12,14,99,81
663.jpg,128,128,Carbuncle,81,38,112,71
1439.jpg,128,128,Hives,32,39,82,91
1883.jpg,128,128,Melanoma,50,44,73,78
2537.jpg,128,128,Wart,34,44,63,65
2537.jpg,128,128,Wart,97,68,114,100
2537.jpg,128,128,Wart,6,57,25,75
551.jpeg,128,128,Bowen,33,27,103,96
2168.jpg,128,128,Pemphigoid,3,23,44,73
2168.jpg,128,128,Pemphigoid,55,53,77,82
2168.jpg,128,128,Pemphigoid,80,64,100,124
2168.jpg,128,128,Pemphigoid,115,77,128,106
552.jpeg,128,128,Bowen,40,21,92,94
1985.jpg,128,128,Melanoma,20,38,118,91
2455.jpg,128,128,Squamous Carcinoma,25,29,78,89
1293.jpg,128,128,Nail Fungal Infection,40,34,84,70
2471.jpg,128,128,Wart,4,7,37,30
2471.jpg,128,128,Wart,87,47,120,77
930.jpg,128,128,Chickenpox,61,34,127,115
132.jpg,128,128,Actinic,36,37,92,99
425.jpg,128,128,Carcinoma,46,40,82,86
718.jpg,128,128,Carbuncle,49,37,83,95
562.jpeg,128,128,Bowen,31,34,88,107
1919.jpg,128,128,Melanoma,45,38,77,70
1371.jpg,128,128,Herpes Virus,34,26,103,89
43.jpg,128,128,Actinic,38,54,80,119
1056.jpg,128,128,Chickenpox,72,59,99,85
1056.jpg,128,128,Chickenpox,89,115,112,127
1056.jpg,128,128,Chickenpox,35,42,59,63
430.jpg,128,128,Carcinoma,12,26,71,75
2281.jpg,128,128,Psoriasis,17,1,69,46
2281.jpg,128,128,Psoriasis,77,4,125,65
2281.jpg,128,128,Psoriasis,75,71,92,103
2281.jpg,128,128,Psoriasis,100,89,121,125
1634.jpg,128,128,Keloids,59,90,101,101
1634.jpg,128,128,Keloids,27,50,102,62
1634.jpg,128,128,Keloids,1,29,13,61
1634.jpg,128,128,Keloids,16,107,28,126
2374.jpg,128,128,Pyoderma Gangrenosum,39,54,82,99
467.jpg,128,128,Carcinoma,54,43,72,68
1622.jpg,128,128,Keloids,28,17,116,84
1018.jpg,128,128,Chickenpox,19,58,39,79
1018.jpg,128,128,Chickenpox,70,37,85,54
1018.jpg,128,128,Chickenpox,40,4,54,17
1018.jpg,128,128,Chickenpox,89,102,103,116
1876.jpg,128,128,Melanoma,44,44,82,84
55.jpg,128,128,Actinic,44,36,96,110
1377.jpg,128,128,Herpes Virus,30,27,115,76
194.jpg,128,128,Carcinoma,37,33,97,102
1474.jpg,128,128,Hives,43,33,92,88
1474.jpg,128,128,Hives,7,67,41,107
1389.jpg,128,128,Herpes Virus,40,22,109,77
2472.jpg,128,128,Wart,44,42,81,79
1258.jpg,128,128,Nail Fungal Infection,26,25,56,72
1436.jpg,128,128,Hives,37,50,69,92
2412.jpg,128,128,Squamous Carcinoma,21,17,83,91
1172.jpg,128,128,Cold Sore,57,45,88,69
1172.jpg,128,128,Cold Sore,30,15,47,32
2337.jpg,127,128,Pyoderma Gangrenosum,4,10,105,128
951.jpg,128,128,Chickenpox,34,1,76,44
951.jpg,128,128,Chickenpox,23,100,42,118
951.jpg,128,128,Chickenpox,1,57,25,81
951.jpg,128,128,Chickenpox,89,13,112,44
1222.jpg,128,128,Dystrophic Bullosa,85,61,121,115
93.jpg,128,128,Actinic,42,85,79,123
1279.jpg,128,128,Nail Fungal Infection,8,31,38,54
1279.jpg,128,128,Nail Fungal Infection,44,10,80,38
1279.jpg,128,128,Nail Fungal Infection,91,55,121,84
1538.jpg,128,128,Impetigo,35,22,95,92
1184.jpg,128,128,Cold Sore,25,57,49,85
1184.jpg,128,128,Cold Sore,92,61,112,87
2477.jpg,128,128,Wart,44,27,112,114
1579.jpg,128,128,Impetigo,18,35,87,79
389.jpg,128,128,Carcinoma,48,34,78,71
2040.jpg,128,128,Melanoma,31,16,86,108
2023.jpg,128,128,Melanoma,35,36,83,85
2427.jpg,128,128,Squamous Carcinoma,43,39,84,81
1937.jpg,128,128,Melanoma,27,46,69,77
1937.jpg,128,128,Melanoma,93,1,121,17
1937.jpg,128,128,Melanoma,1,46,7,75
1937.jpg,128,128,Melanoma,114,62,128,86
1276.jpg,128,128,Nail Fungal Infection,17,21,83,57
910.jpg,128,128,Chickenpox,62,70,76,81
910.jpg,128,128,Chickenpox,46,35,58,47
1159.jpg,128,128,Cold Sore,46,80,63,100
395.jpg,128,128,Carcinoma,51,56,82,84
1921.jpg,128,128,Melanoma,48,28,82,95
2152.jpg,128,128,Pemphigoid,5,20,46,64
2152.jpg,128,128,Pemphigoid,48,20,116,108
1981.jpg,128,128,Melanoma,61,46,100,79
1051.jpg,128,128,Chickenpox,57,31,114,104
594.jpeg,128,128,Bowen,26,41,99,90
177.jpg,128,128,Carcinoma,38,45,86,99
788.jpg,128,128,Cellulitis,6,26,42,109
2307.jpg,128,128,Psoriasis,4,14,78,94
711.jpg,128,128,Carbuncle,68,73,87,100
2089.jpg,128,128,Melanoma,5,16,75,104
2089.jpg,128,128,Melanoma,78,64,98,89
1632.jpg,128,128,Keloids,18,19,121,122
1038.jpg,128,128,Chickenpox,31,12,100,60
1038.jpg,128,128,Chickenpox,41,74,82,99
1733.jpg,128,128,Measles,6,78,40,125
1733.jpg,128,128,Measles,69,75,112,128
1733.jpg,128,128,Measles,6,2,52,70
1733.jpg,128,128,Measles,68,4,122,62
1314.jpg,128,128,Nail Fungal Infection,14,12,57,66
478.jpg,128,128,Carcinoma,58,65,77,94
1782.jpg,128,128,Melanoma,48,45,80,83
327.jpg,128,128,Carcinoma,43,42,80,91
571.jpeg,128,128,Bowen,46,25,117,96
1206.jpg,128,128,Dystrophic Bullosa,95,48,124,98
1206.jpg,128,128,Dystrophic Bullosa,12,23,32,60
1206.jpg,128,128,Dystrophic Bullosa,56,65,80,102
2548.jpg,128,128,Wart,25,28,91,89
644.jpg,128,128,Carbuncle,40,16,90,127
1151.jpg,128,128,Cold Sore,49,21,74,66
1709.jpg,128,128,Measles,6,7,121,128
634.jpg,128,128,Carbuncle,33,36,80,80
266.jpg,128,128,Carcinoma,53,41,84,72
266.jpg,128,128,Carcinoma,65,18,95,35
1309.jpg,128,128,Nail Fungal Infection,10,6,74,43
771.jpg,128,128,Cellulitis,54,41,91,108
771.jpg,128,128,Cellulitis,48,1,81,34
976.jpg,128,128,Chickenpox,1,17,29,52
976.jpg,128,128,Chickenpox,50,79,68,94
976.jpg,128,128,Chickenpox,90,81,112,96
976.jpg,128,128,Chickenpox,60,31,73,39
976.jpg,128,128,Chickenpox,116,39,128,49
2558.jpg,128,128,Wart,64,60,97,97
1174.jpg,128,128,Cold Sore,61,48,82,66
1686.jpg,128,128,Measles,13,12,120,118
357.jpg,128,128,Carcinoma,55,31,92,87
1316.jpg,128,128,Nail Fungal Infection,35,61,66,87
1349.jpg,128,128,Herpes Virus,46,36,95,91
21.jpg,128,128,Actinic,41,31,57,46
21.jpg,128,128,Actinic,75,69,90,84
21.jpg,128,128,Actinic,17,5,33,19
1930.jpg,128,128,Melanoma,42,27,92,83
1770.jpg,128,128,Measles,15,34,95,67
1770.jpg,128,128,Measles,39,76,88,121
1770.jpg,128,128,Measles,97,27,128,56
2252.jpg,128,128,Psoriasis,28,8,118,116
2526.jpg,128,128,Wart,27,19,113,104
2349.jpg,125,128,Pyoderma Gangrenosum,13,13,91,127
1664.jpg,128,128,Keloids,40,40,86,96
78.jpg,128,128,Actinic,34,6,63,52
78.jpg,128,128,Actinic,104,90,119,104
78.jpg,128,128,Actinic,46,61,71,90
559.jpeg,128,128,Bowen,35,17,118,103
25.jpg,128,128,Actinic,47,53,78,99
2358.jpg,128,128,Pyoderma Gangrenosum,19,34,115,99
2190.jpg,128,128,Pemphigoid,10,8,128,120
1769.jpg,128,128,Measles,6,9,123,122
1906.jpg,128,128,Melanoma,26,19,85,105
1021.jpg,128,128,Chickenpox,9,64,40,77
1021.jpg,128,128,Chickenpox,79,95,97,116
1021.jpg,128,128,Chickenpox,34,29,45,40
2185.jpg,128,128,Pemphigoid,18,13,117,109
864.jpg,128,128,Cellulitis,56,28,100,76
827.jpg,128,128,Cellulitis,24,47,55,76
915.jpg,128,128,Chickenpox,70,2,121,34
915.jpg,128,128,Chickenpox,7,19,47,52
915.jpg,128,128,Chickenpox,4,66,50,114
915.jpg,128,128,Chickenpox,65,46,125,116
508.jpg,128,128,Carcinoma,53,56,70,70
1059.jpg,128,128,Chickenpox,34,10,113,64
1059.jpg,128,128,Chickenpox,36,76,105,127
1580.jpg,128,128,Impetigo,9,38,120,119
2545.jpg,128,128,Wart,56,54,86,77
1234.jpg,128,128,Dystrophic Bullosa,35,16,83,101
235.jpg,128,128,Carcinoma,51,41,70,72
1749.jpg,128,128,Measles,3,10,91,59
1749.jpg,128,128,Measles,1,70,76,123
1058.jpg,128,128,Chickenpox,18,9,99,107
1565.jpg,128,128,Impetigo,43,80,83,109
1565.jpg,128,128,Impetigo,14,43,40,59
1565.jpg,128,128,Impetigo,103,56,121,73
1565.jpg,128,128,Impetigo,23,12,41,36
1922.jpg,128,128,Melanoma,35,22,105,107
1392.jpg,128,128,Herpes Virus,51,38,92,72
1024.jpg,128,128,Chickenpox,55,32,67,60
1024.jpg,128,128,Chickenpox,100,92,115,108
1024.jpg,128,128,Chickenpox,37,17,48,26
1024.jpg,128,128,Chickenpox,30,112,44,123
249.jpg,128,128,Carcinoma,37,12,110,106
1186.jpg,128,128,Cold Sore,77,42,100,66
1186.jpg,128,128,Cold Sore,113,33,124,62
799.jpg,128,128,Cellulitis,19,35,60,75
2139.jpg,128,128,Melanoma,47,33,93,80
409.jpg,128,128,Carcinoma,54,27,80,71
2417.jpg,128,128,Squamous Carcinoma,59,15,105,72
2417.jpg,128,128,Squamous Carcinoma,29,94,68,125
2328.jpg,128,128,Pyoderma Gangrenosum,2,10,73,111
1169.jpg,128,128,Cold Sore,78,48,106,92
2473.jpg,128,128,Wart,25,32,88,101
2080.jpg,128,128,Nail Fungal Infection,38,37,84,83
2192.jpg,128,128,Pemphigoid,1,34,116,126
1301.jpg,128,128,Nail Fungal Infection,75,21,103,57
1301.jpg,128,128,Nail Fungal Infection,83,78,99,97
2060.jpg,128,128,Melanoma,51,32,83,75
2060.jpg,128,128,Melanoma,82,106,104,128
2060.jpg,128,128,Melanoma,35,62,53,86
1454.jpg,128,128,Hives,36,9,92,51
1454.jpg,128,128,Hives,82,59,111,87
2146.jpg,128,128,Melanoma,41,27,80,83
2478.jpg,128,128,Wart,67,63,102,103
979.jpg,128,128,Chickenpox,8,28,48,68
979.jpg,128,128,Chickenpox,46,83,104,116
979.jpg,128,128,Chickenpox,84,20,112,51
